"SalePrice","LotArea","YearBuilt","BedroomAbvGr","GarageCars","YrSold"
938,17597,1971,3,2,2009
1363,10320,1915,2,2,2008
1821,7420,1962,3,2,2007
1232,8400,1962,3,2,2008
2259,19958,1958,4,2,2007
1160,4282,2004,2,2,2008
2379,16737,2004,3,3,2006
2784,10385,1978,3,3,2006
2154,15295,1996,3,2,2007
1437,8998,2000,3,2,2008
2360,15870,1969,3,1,2006
2155,11248,2002,3,3,2007
310,11050,1998,3,3,2010
595,9600,1967,3,2,2009
1024,13068,1976,3,2,2008
1378,11200,1965,3,1,2008
1365,7006,1925,3,1,2008
2531,9600,1969,3,2,2006
508,11194,2008,3,3,2009
325,9400,1971,4,0,2010
1880,10899,1964,2,3,2007
1675,10943,1997,2,2,2007
71,12552,2004,3,2,2010
1805,10625,2004,4,3,2007
2053,14149,1964,3,2,2007
2363,7200,1971,3,2,2006
57,8577,2004,3,2,2010
1564,23730,1996,3,3,2008
2643,3960,1930,2,1,2006
2901,13618,2005,3,3,2006
2579,14850,1957,2,1,2006
1498,47007,1959,5,2,2008
2006,6854,1925,1,1,2007
2470,7200,2006,2,2,2006
599,9790,1967,3,2,2009
1107,10542,1993,3,3,2008
323,15300,1965,2,2,2010
2864,8170,1929,4,2,2006
2111,7242,2005,2,2,2007
2038,4330,1958,3,2,2007
1468,8750,1994,4,2,2008
499,12203,1998,4,3,2009
2380,16387,2006,4,3,2006
1422,14171,1993,4,2,2008
1103,11675,1998,2,3,2008
458,15262,2003,3,3,2009
2117,53107,1992,3,2,2007
2473,13072,2005,3,0,2006
2608,13400,1966,3,2,2006
121,9900,1966,3,2,2010
1069,16451,2003,4,3,2008
2749,9554,1993,3,2,2006
603,9450,1957,3,3,2009
2098,9965,2006,4,3,2007
2709,11327,1967,3,2,2006
2719,8235,1977,6,2,2006
234,17082,1978,4,2,2010
1717,3901,2005,1,2,2007
1487,8777,1900,4,0,2008
112,10791,1993,4,2,2010
1062,8899,2007,4,3,2008
219,11625,1965,3,2,2010
2627,8544,1950,2,2,2006
1324,9750,1959,2,1,2008
566,2880,2004,3,3,2009
1049,2529,1977,2,2,2008
600,7436,1960,2,2,2009
1272,8000,1962,3,1,2008
2704,5220,1936,2,1,2006
1739,8229,2007,3,2,2007
1558,18000,1935,2,3,2008
1794,8640,2007,3,2,2007
2772,8685,1998,3,2,2006
1090,8010,2002,3,2,2008
1874,10800,1963,3,1,2007
2638,9600,1948,3,1,2006
2115,8883,1988,3,2,2007
2393,12867,2005,3,2,2006
2653,6000,1924,5,2,2006
2121,8775,1994,3,1,2007
1092,7301,2007,2,2,2008
30,1680,1971,2,1,2010
1968,8000,1961,6,0,2007
2496,8020,1964,3,0,2006
810,7018,1979,6,2,2009
1339,6000,1939,2,1,2008
898,4060,1922,2,0,2009
1011,13543,2005,5,3,2008
2396,12378,2003,3,3,2006
189,7740,1910,3,2,2010
171,8800,1910,3,0,2010
2060,8398,1967,2,2,2007
44,10171,2004,3,2,2010
88,7500,1963,3,1,2010
2012,6000,1941,3,2,2007
791,9571,1958,3,1,2009
283,8741,1945,3,1,2010
2915,1484,1972,3,1,2006
812,7018,1979,4,2,2009
2917,1533,1970,1,0,2006
1229,13700,1965,4,2,2008
2853,6000,1926,4,0,2006
1917,8760,1957,2,1,2007
1711,11999,2003,4,3,2007
1831,16647,1975,3,2,2007
2395,11643,2005,4,3,2006
150,10950,1952,2,1,2010
1663,10500,1971,3,1,2007
1126,10625,2005,3,3,2008
2336,15922,2005,4,3,2006
1362,6876,1938,4,2,2008
2072,115149,1971,2,2,2007
2185,6882,1955,2,0,2007
135,11380,1966,2,1,2010
2382,16163,2004,2,3,2006
555,9750,1962,3,2,2009
747,8635,1925,2,5,2009
1098,8390,1999,3,2,2008
1019,12090,1981,3,2,2008
536,7500,2004,3,0,2009
1890,8680,1960,3,1,2007
1798,9000,2006,3,3,2007
2137,9720,1977,3,2,2007
1645,10960,1984,3,2,2007
912,7804,1928,4,2,2009
760,5160,1923,1,0,2009
222,8246,1968,3,1,2010
1808,7500,2006,3,0,2007
1906,9500,1964,4,2,2007
2869,12984,1977,3,2,2006
2821,9400,1975,4,0,2006
174,5805,1957,3,2,2010
424,15431,2008,2,3,2009
1589,8940,1997,2,4,2008
686,10800,1949,4,1,2009
1296,5400,1920,2,0,2008
706,6000,1950,3,1,2009
565,11949,1991,3,2,2009
1698,13693,2006,3,3,2007
315,57200,1948,3,2,2010
153,7922,1953,3,1,2010
534,9605,2007,3,2,2009
2830,2522,2004,3,2,2006
273,8773,2004,3,2,2010
271,10635,2003,3,2,2010
1274,8064,1948,3,2,2008
1341,5520,1920,3,1,2008
818,7976,2000,6,4,2009
568,3000,2009,2,2,2009
522,9187,2009,2,3,2009
2520,3640,1980,1,2,2006
573,3768,1999,3,2,2009
1784,9965,2007,3,2,2007
2092,13474,1990,4,3,2007
2601,10800,1920,2,2,2006
2787,9800,1972,3,2,2006
1419,11839,1990,4,2,2008
258,9337,1997,3,2,2010
1881,12342,1960,3,1,2007
140,8197,2003,3,2,2010
1351,8635,1948,2,1,2008
2384,12228,2006,4,3,2006
1611,56600,1900,4,1,2008
2532,9750,1967,3,1,2006
255,14235,1900,3,2,2010
2124,9531,1998,3,2,2007
979,1533,1970,3,0,2009
2777,9272,1999,3,2,2006
2400,11846,2003,2,3,2006
169,7700,1966,4,2,2010
2152,11927,1994,3,2,2007
2041,12358,1941,2,2,2007
860,7200,1972,2,2,2009
2662,5000,1900,3,1,2006
292,9839,1931,3,0,2010
795,11500,1957,3,1,2009
434,13891,2008,4,3,2009
1400,10005,1977,4,2,2008
1757,9967,2000,3,2,2007
409,4928,1976,2,2,2009
2186,10215,1954,3,1,2007
2674,5000,1947,3,2,2006
136,11600,1960,5,2,2010
1012,11198,2005,4,3,2008
2179,7024,2005,2,2,2007
2685,6380,1922,2,1,2006
368,11844,2008,3,3,2009
2517,9549,1995,2,2,2006
1377,11235,1963,3,2,2008
2219,10570,1932,3,2,2007
1609,12395,1984,3,2,2008
1850,7399,1997,3,2,2007
2409,6373,2006,2,2,2006
2874,7000,1926,3,2,2006
857,7000,1978,3,1,2009
2776,10264,1999,3,2,2006
1284,9836,2008,3,1,2008
2785,9920,1969,3,1,2006
2753,7406,2006,2,2,2006
1539,15660,1939,3,2,2008
211,10632,1917,3,1,2010
2120,14217,1994,3,2,2007
2857,6191,1941,4,1,2006
2081,5400,1958,3,1,2007
1965,7315,1958,3,1,2007
366,5814,1984,1,2,2009
415,2364,1978,3,2,2009
314,12760,1976,5,2,2010
2555,4712,1946,3,1,2006
2583,8092,1954,3,1,2006
1826,9945,1961,3,2,2007
1045,1680,1971,2,1,2008
2570,9000,1954,2,1,2006
1015,8118,2007,2,2,2008
2508,2544,2005,2,2,2006
408,1680,1972,3,1,2009
1812,11613,1993,3,2,2007
109,13517,1976,3,2,2010
2625,8544,1950,2,2,2006
2423,2938,2002,2,2,2006
2877,8765,1936,2,1,2006
1048,2308,1975,4,2,2008
333,1890,1972,3,1,2010
1921,9750,1958,4,1,2007
2397,11065,2006,3,3,2006
1833,9572,1990,4,2,2007
1091,8396,2003,4,2,2008
808,7018,1979,4,2,2009
416,2289,1978,3,2,2009
1101,14260,2000,4,3,2008
1065,13688,2003,3,3,2008
2314,13031,1995,3,2,2006
1919,8250,1963,3,2,2007
1265,12929,1960,3,1,2008
444,11362,2004,3,3,2009
1236,9204,1963,3,1,2008
606,10004,1964,3,2,2009
433,13693,2007,2,3,2009
200,6240,1930,4,2,2010
284,12180,1941,2,1,2010
232,9600,1950,2,2,2010
544,11492,1996,4,2,2009
803,14684,1990,3,3,2009
97,3182,2004,2,2,2010
2281,25286,1963,3,2,2007
2925,20000,1960,4,2,2006
991,12925,1970,4,2,2008
1627,9556,1992,3,2,2007
2799,11250,1998,3,3,2006
2526,20781,1968,3,2,2006
1317,10800,1905,3,2,2008
1290,4800,1940,2,1,2008
105,12853,2010,1,3,2010
928,12000,1941,3,1,2009
2839,8172,1955,2,2,2006
1915,11344,1958,3,1,2007
613,11475,1961,4,2,2009
227,11227,1968,4,2,2010
742,6120,1935,3,1,2009
1072,12304,2005,2,2,2008
999,21872,1996,3,2,2008
1770,11787,1996,3,3,2007
1642,14082,2006,1,2,2007
465,10928,2005,3,2,2009
1801,11096,2006,3,3,2007
2422,3196,2003,2,2,2006
1197,13101,1965,6,2,2008
545,10994,2005,2,2,2009
1495,9638,1977,3,2,2008
945,3843,2007,2,2,2009
213,6001,1940,3,1,2010
13,8402,1998,3,2,2010
1217,10721,1959,3,2,2008
423,13518,2008,4,3,2009
1718,3903,2005,1,2,2007
2578,10000,1956,3,1,2006
2663,8850,1916,3,1,2006
2833,3363,2004,3,2,2006
1507,8050,1947,4,0,2008
510,9262,2008,3,3,2009
2715,9535,1967,3,2,2006
773,7800,1967,3,1,2009
1753,7875,2003,4,2,2007
2582,7032,1979,2,2,2006
519,8640,2009,3,2,2009
788,15635,1954,2,2,2009
1030,10400,1976,2,2,2008
1838,4230,2006,2,2,2007
2458,10182,2006,3,2,2006
1338,6000,1937,3,1,2008
2079,12615,1950,4,2,2007
2177,9555,1979,5,2,2007
890,10682,1960,3,1,2009
2842,8248,1922,3,0,2006
359,8803,1994,3,2,2009
2806,8810,2003,3,2,2006
2621,10800,1949,4,0,2006
260,15240,1977,3,1,2010
2762,9316,2005,3,2,2006
2892,26178,1989,4,2,2006
943,8470,1915,2,0,2009
1466,7226,2003,3,2,2008
2352,11475,1975,3,2,2006
2099,9178,2007,3,3,2007
1398,10200,1970,3,3,2008
1911,8668,1968,4,3,2007
2654,7830,1921,1,1,2006
2269,9590,2003,3,2,2007
457,14836,2004,2,3,2009
463,3480,2003,2,2,2009
2169,9825,1967,2,1,2007
1489,9937,1965,3,1,2008
